Assembly Accession size
GCF_002078415.1_ASM207841v1_ NZ_CP016697 6153
GCF_002078415.1_ASM207841v1_ NZ_CP016698 39612
GCF_002078435.1_ASM207843v1_ NZ_CP016699 92710
GCF_002078435.1_ASM207843v1_ NZ_CP016700 56332
GCF_002078435.1_ASM207843v1_ NZ_CP016701 54922
GCF_002078435.1_ASM207843v1_ NZ_CP016702 54046
GCF_002078475.1_ASM207847v1_ NZ_CP016720 59284
GCF_002078475.1_ASM207847v1_ NZ_CP016721 49307
GCF_002078475.1_ASM207847v1_ NZ_CP016722 19351
GCF_002078475.1_ASM207847v1_ NZ_CP016723 15393
GCF_002078475.1_ASM207847v1_ NZ_CP016725 5238
GCF_002078495.1_ASM207849v1_ NZ_CP016715 75962
GCF_002078495.1_ASM207849v1_ NZ_CP016716 44205
GCF_002078495.1_ASM207849v1_ NZ_CP016717 11663
GCF_002078495.1_ASM207849v1_ NZ_CP016718 8697
GCF_002078495.1_ASM207849v1_ NZ_CP016719 8551
GCF_002078615.1_ASM207861v1_ NZ_CP016713 6083
GCF_002078615.1_ASM207861v1_ NZ_CP016714 63462
GCF_002078765.1_ASM207876v1_ NZ_CP016707 64175
GCF_002078765.1_ASM207876v1_ NZ_CP016708 48261
GCF_002078765.1_ASM207876v1_ NZ_CP016709 11868
GCF_002078765.1_ASM207876v1_ NZ_CP016710 11333
GCF_002078765.1_ASM207876v1_ NZ_CP016711 4237
GCF_002078765.1_ASM207876v1_ NZ_CP016712 2413
GCF_002078855.1_ASM207885v1_ NZ_CP016704 7652
GCF_002078855.1_ASM207885v1_ NZ_CP016705 27296
GCF_002078855.1_ASM207885v1_ NZ_CP016706 2119
GCF_002078895.1_ASM207889v1_ NZ_CP016747 51777
GCF_002078895.1_ASM207889v1_ NZ_CP016748 48280
GCF_002078895.1_ASM207889v1_ NZ_CP016749 30146
GCF_002078895.1_ASM207889v1_ NZ_CP016750 15360
GCF_002078895.1_ASM207889v1_ NZ_CP016751 11008
GCF_002078895.1_ASM207889v1_ NZ_CP016752 5329
GCF_002078895.1_ASM207889v1_ NZ_CP016746 193245
GCF_002078915.1_ASM207891v1_ NZ_CP016742 11314
GCF_002078915.1_ASM207891v1_ NZ_CP016743 13334
GCF_002078915.1_ASM207891v1_ NZ_CP016744 62261
GCF_002078915.1_ASM207891v1_ NZ_CP016745 113820
GCF_002078935.1_ASM207893v1_ NZ_CP016737 75814
GCF_002078935.1_ASM207893v1_ NZ_CP016738 47185
GCF_002078935.1_ASM207893v1_ NZ_CP016739 45257
GCF_002078935.1_ASM207893v1_ NZ_CP016740 13546
GCF_002078935.1_ASM207893v1_ NZ_CP016741 3729
GCF_002078955.1_ASM207895v1_ NZ_CP016729 60219
GCF_002078955.1_ASM207895v1_ NZ_CP016730 2239
GCF_002078955.1_ASM207895v1_ NZ_CP016731 5931
GCF_002078955.1_ASM207895v1_ NZ_CP016732 6207
GCF_002078955.1_ASM207895v1_ NZ_CP016733 47240
GCF_002078975.1_ASM207897v1_ NZ_CP016734 36928
GCF_002078975.1_ASM207897v1_ NZ_CP016735 48632
GCF_002078975.1_ASM207897v1_ NZ_CP016736 23429
GCF_002078995.1_ASM207899v1_ NZ_CP016726 89015
GCF_002078995.1_ASM207899v1_ NZ_CP016727 49307
GCF_002078995.1_ASM207899v1_ NZ_CP016728 15396
GCF_002079265.1_ASM207926v1_ NZ_CP014942 704258
GCF_002079285.1_ASM207928v1_ NZ_CP014986 45033
GCF_002079285.1_ASM207928v1_ NZ_CP014987 64291
GCF_002079285.1_ASM207928v1_ NZ_CP014988 80927
GCF_002079305.1_ASM207930v1_ NZ_CP015040 151483
GCF_002079305.1_ASM207930v1_ NZ_CP015041 67286
GCF_002079305.1_ASM207930v1_ NZ_CP015042 53339
GCF_002079305.1_ASM207930v1_ NZ_CP015043 64103
GCF_002080065.1_ASM208006v1_ NZ_CP016319 7881
GCF_002080125.1_ASM208012v1_ NZ_CP018060 39779
GCF_002080395.1_ASM208039v1_ NZ_CP020479 72019
GCF_002080395.1_ASM208039v1_ NZ_CP020480 34012
GCF_002080395.1_ASM208039v1_ NZ_CP020481 3279
GCF_002080395.1_ASM208039v1_ NZ_CP020482 1698
GCF_002080395.1_ASM208039v1_ NZ_CP020483 1761
GCF_002080415.1_ASM208041v1_ NZ_CP020475 180135
GCF_002080415.1_ASM208041v1_ NZ_CP020476 30295
GCF_002080435.1_ASM208043v1_ NZ_CP020542 9968
GCF_002080435.1_ASM208043v1_ NZ_CP020539 959196
GCF_002080435.1_ASM208043v1_ NZ_CP020540 312167
GCF_002080435.1_ASM208043v1_ NZ_CP020541 39633
GCF_002080455.1_ASM208045v1_ NZ_CP020556 127085
GCF_002082155.1_ASM208215v1_ NZ_CP020558 128414
GCF_002082215.1_ASM208221v1_ NZ_CP017582 4277
GCF_002082215.1_ASM208221v1_ NZ_CP017583 4368
GCF_002082215.1_ASM208221v1_ NZ_CP017584 13414
GCF_002082215.1_ASM208221v1_ NZ_CP017585 25681
GCF_002082215.1_ASM208221v1_ NZ_CP017586 34447
GCF_002082215.1_ASM208221v1_ NZ_CP017587 47481
GCF_002082215.1_ASM208221v1_ NZ_CP017588 65483
GCF_002082215.1_ASM208221v1_ NZ_CP017589 105961
GCF_002082215.1_ASM208221v1_ NZ_CP017590 132938
GCF_002082215.1_ASM208221v1_ NZ_CP017591 304641
GCF_002082215.1_ASM208221v1_ NZ_CP017592 47186
GCF_002082605.1_ASM208260v1_ NZ_CP020568 252068
GCF_002082625.1_ASM208262v1_ NZ_CP020582 90972
GCF_002082625.1_ASM208262v1_ NZ_CP020583 1109
GCF_002082645.1_ASM208264v1_ NZ_CP020585 111999
GCF_002082665.1_ASM208266v1_ NZ_CP020587 11400
GCF_002082685.1_ASM208268v1_ NZ_CP020589 72076
GCF_002082705.1_ASM208270v1_ NZ_CP020573 74241
GCF_002082705.1_ASM208270v1_ NZ_CP020575 8718
GCF_002082725.1_ASM208272v1_ NZ_CP020593 74241
GCF_002082785.1_ASM208278v1_ NZ_CP020596 195838
GCF_002082825.1_ASM208282v1_ NZ_CP020594 98301
GCF_002082865.1_ASM208286v1_ NZ_CP020577 73264
GCF_002082865.1_ASM208286v1_ NZ_CP020576 8730
GCF_002082885.1_ASM208288v1_ NZ_CP020580 90973
GCF_002085695.1_ASM208569v1_ NZ_CP020462 15142
GCF_002085755.1_ASM208575v1_ NZ_CP020602 36454
GCF_002091395.1_ASM209139v1_ NZ_AP017915 26809
GCF_002091395.1_ASM209139v1_ NZ_AP017916 21972
GCF_002091395.1_ASM209139v1_ NZ_AP017917 20721
GCF_002091395.1_ASM209139v1_ NZ_AP017918 18962
GCF_002091395.1_ASM209139v1_ NZ_AP017919 13523
GCF_002094935.1_ASM209493v1_ NZ_CP020617 37319
GCF_002094975.1_ASM209497v1_ NZ_CP015284 126555
GCF_002094995.1_ASM209499v1_ NZ_CP015446 72789
GCF_002096055.1_ASM209605v1_ NZ_CP020716 214750
GCF_002096055.1_ASM209605v1_ NZ_CP020717 75397
GCF_002097715.1_ASM209771v1_ NZ_CP020740 153349
GCF_002101355.1_ASM210135v1_ NZ_CP020775 45904
GCF_002101395.1_ASM210139v1_ NZ_CP019707 76331
GCF_002104335.1_ASM210433v1_ NZ_CP020868 4923
GCF_002104335.1_ASM210433v1_ NZ_CP020869 1834
GCF_002104575.1_ASM210457v1_ NZ_CP020744 460379
GCF_002104575.1_ASM210457v1_ NZ_CP020745 114265
GCF_002104575.1_ASM210457v1_ NZ_CP020746 102550
GCF_002104575.1_ASM210457v1_ NZ_CP020747 82671
GCF_002104575.1_ASM210457v1_ NZ_CP020748 73408
GCF_002104575.1_ASM210457v1_ NZ_CP020749 64682
GCF_002104575.1_ASM210457v1_ NZ_CP020750 51563
GCF_002104575.1_ASM210457v1_ NZ_CP020751 10665
GCF_002105555.1_ASM210555v1_ NZ_CP020613 93982
GCF_002105635.1_ASM210563v1_ NZ_CP020829 67033
GCF_002105715.1_ASM210571v1_ NZ_CP020834 81588
GCF_002105735.1_ASM210573v1_ NZ_CP020836 37362
GCF_002109345.1_ASM210934v1_ NZ_CP018006 37319
GCF_002109365.1_ASM210936v1_ NZ_CP018869 64478
GCF_002109405.1_ASM210940v1_ NZ_CP020862 7601
GCF_002111125.1_ASM211112v1_ NZ_CP018385 297875
GCF_002113845.2_ASM211384v2_ NZ_CP020895 108267
GCF_002113865.1_ASM211386v1_ NZ_CP020902 338512
GCF_002113865.1_ASM211386v1_ NZ_CP020903 200365
GCF_002113865.1_ASM211386v1_ NZ_CP020904 120533
GCF_002113865.1_ASM211386v1_ NZ_CP020905 41111
GCF_002116715.1_ASM211671v1_ NZ_CP020934 151137
GCF_002116715.1_ASM211671v1_ NZ_CP020935 3346
GCF_002116715.1_ASM211671v1_ NZ_CP020936 64749
GCF_002116735.1_ASM211673v1_ NZ_CP020932 243268
GCF_002116925.1_ASM211692v1_ NZ_CP015122 9539
GCF_002116955.1_ASM211695v1_ NZ_CP018210 38995
GCF_002116955.1_ASM211695v1_ NZ_CP018211 65066
GCF_002116955.1_ASM211695v1_ NZ_CP018212 50244
GCF_002116955.1_ASM211695v1_ NZ_CP018213 50319
GCF_002116955.1_ASM211695v1_ NZ_CP018214 22171
GCF_002117205.1_ASM211720v1_ NZ_CP015514 925374
GCF_002117225.1_ASM211722v1_ NZ_CP016798 44555
GCF_002117225.1_ASM211722v1_ NZ_CP016799 38644
GCF_002117225.1_ASM211722v1_ NZ_CP016800 33211
GCF_002117225.1_ASM211722v1_ NZ_CP016801 8521
GCF_002117225.1_ASM211722v1_ NZ_CP016802 59682
GCF_002117245.1_ASM211724v1_ NZ_CP017355 64303
GCF_002117245.1_ASM211724v1_ NZ_CP017356 47816
GCF_002117245.1_ASM211724v1_ NZ_CP017357 33716
GCF_002117245.1_ASM211724v1_ NZ_CP017358 26872
GCF_002117245.1_ASM211724v1_ NZ_CP017359 11727
GCF_002117245.1_ASM211724v1_ NZ_CP017360 3538
GCF_002117245.1_ASM211724v1_ NZ_CP017361 4976
GCF_002117245.1_ASM211724v1_ NZ_CP017362 14117
GCF_002117265.1_ASM211726v1_ NZ_CP017364 67983
GCF_002117265.1_ASM211726v1_ NZ_CP017369 3899
GCF_002117265.1_ASM211726v1_ NZ_CP017365 64302
GCF_002117265.1_ASM211726v1_ NZ_CP017366 47816
GCF_002117265.1_ASM211726v1_ NZ_CP017367 31304
GCF_002117265.1_ASM211726v1_ NZ_CP017368 25864
GCF_002117265.1_ASM211726v1_ NZ_CP017370 5729
GCF_002117265.1_ASM211726v1_ NZ_CP017371 43484
GCF_002117265.1_ASM211726v1_ NZ_CP017372 830
GCF_002117265.1_ASM211726v1_ NZ_CP017373 9533
GCF_002117285.1_ASM211728v1_ NZ_CP017375 40345
GCF_002117285.1_ASM211728v1_ NZ_CP017376 47592
GCF_002117285.1_ASM211728v1_ NZ_CP017377 14369
GCF_002117285.1_ASM211728v1_ NZ_CP017378 10971
GCF_002117305.1_ASM211730v1_ NZ_CP017380 42745
GCF_002117305.1_ASM211730v1_ NZ_CP017381 41908
GCF_002117305.1_ASM211730v1_ NZ_CP017382 49625
GCF_002117305.1_ASM211730v1_ NZ_CP017383 57031
GCF_002117325.1_ASM211732v1_ NZ_CP019751 41093
GCF_002117325.1_ASM211732v1_ NZ_CP019752 34270
GCF_002117325.1_ASM211732v1_ NZ_CP019753 46586
GCF_002117325.1_ASM211732v1_ NZ_CP019754 8512
GCF_002117345.1_ASM211734v1_ NZ_CP019735 107035
GCF_002117345.1_ASM211734v1_ NZ_CP019736 81844
GCF_002117345.1_ASM211734v1_ NZ_CP019737 47867
GCF_002117345.1_ASM211734v1_ NZ_CP019738 48320
GCF_002117345.1_ASM211734v1_ NZ_CP019739 43257
GCF_002117345.1_ASM211734v1_ NZ_CP019740 10353
GCF_002117345.1_ASM211734v1_ NZ_CP019741 8183
GCF_002117345.1_ASM211734v1_ NZ_CP019742 5108
GCF_002117375.1_ASM211737v1_ NZ_CP019744 107027
GCF_002117375.1_ASM211737v1_ NZ_CP019745 82967
GCF_002117375.1_ASM211737v1_ NZ_CP019746 47700
GCF_002117375.1_ASM211737v1_ NZ_CP019747 54249
GCF_002117375.1_ASM211737v1_ NZ_CP019748 10620
GCF_002117375.1_ASM211737v1_ NZ_CP019749 8201
GCF_002117405.1_ASM211740v1_ NZ_CP019949 175021
GCF_002117445.1_ASM211744v1_ NZ_CP019938 226430
GCF_002117445.1_ASM211744v1_ NZ_CP019939 19694
GCF_002117445.1_ASM211744v1_ NZ_CP019940 7028
GCF_002117445.1_ASM211744v1_ NZ_CP019941 4005
GCF_002117445.1_ASM211744v1_ NZ_CP019942 4211
GCF_002117485.1_ASM211748v1_ NZ_CP021031 530065
GCF_002117485.1_ASM211748v1_ NZ_CP021032 773015
GCF_002117485.1_ASM211748v1_ NZ_CP021033 889015
GCF_002117725.1_ASM211772v1_ NZ_CP021025 166357
GCF_002117725.1_ASM211772v1_ NZ_CP021026 280614
GCF_002117725.1_ASM211772v1_ NZ_CP021027 442228
GCF_002117725.1_ASM211772v1_ NZ_CP021028 506213
GCF_002117725.1_ASM211772v1_ NZ_CP021029 515326
GCF_002117815.1_ASM211781v1_ NZ_CP021055 1870
GCF_002117875.1_ASM211787v1_ NZ_CP020871 35273
GCF_002119445.1_ASM211944v1_ NZ_CP021062 584623
GCF_002119445.1_ASM211944v1_ NZ_CP021063 113294
GCF_002119445.1_ASM211944v1_ NZ_CP021064 92949
GCF_002119445.1_ASM211944v1_ NZ_CP021065 86488
GCF_002119445.1_ASM211944v1_ NZ_CP021066 11332
GCF_002119545.1_ASM211954v1_ NZ_CP017901 294721
GCF_002119565.1_ASM211956v1_ NZ_CP017910 29688
GCF_002119565.1_ASM211956v1_ NZ_CP017909 291285
GCF_002119625.1_ASM211962v1_ NZ_CP020031 58808
GCF_002119625.1_ASM211962v1_ NZ_CP020032 56976
GCF_002119845.1_ASM211984v1_ NZ_CP020907 182413
GCF_002119845.1_ASM211984v1_ NZ_CP020908 250162
GCF_002119845.1_ASM211984v1_ NZ_CP020909 505136
GCF_002119845.1_ASM211984v1_ NZ_CP020910 543095
GCF_002119845.1_ASM211984v1_ NZ_CP020911 978479
GCF_002128325.1_ASM212832v1_ NZ_CP021133 79891
GCF_002128325.1_ASM212832v1_ NZ_CP021134 54359
GCF_002128325.1_ASM212832v1_ NZ_CP021135 16437
GCF_002128365.1_ASM212836v1_ NZ_CP020826 59363
GCF_002128385.1_ASM212838v1_ NZ_CP020824 59372
GCF_002138395.1_ASM213839v1_ NZ_CP015339 45061
GCF_002138395.1_ASM213839v1_ NZ_CP015340 40740
GCF_002138395.1_ASM213839v1_ NZ_CP015341 39943
GCF_002139855.1_ASM213985v1_ NZ_CP018790 6090
GCF_002139875.1_ASM213987v1_ NZ_CP018794 25220
GCF_002139875.1_ASM213987v1_ NZ_CP018795 4217
GCF_002139895.1_ASM213989v1_ NZ_CP018792 24958
GCF_002139955.1_ASM213995v1_ NZ_CP020886 123557
GCF_002139955.1_ASM213995v1_ NZ_CP020887 61170
GCF_002139955.1_ASM213995v1_ NZ_CP020888 48956
GCF_002139975.1_ASM213997v1_ NZ_CP020883 123557
GCF_002139975.1_ASM213997v1_ NZ_CP020884 47027
GCF_002139995.1_ASM213999v1_ NZ_CP020890 129139
GCF_002139995.1_ASM213999v1_ NZ_CP020891 47756
GCF_002140055.1_ASM214005v1_ NZ_CP020078 70066
GCF_002140055.1_ASM214005v1_ NZ_CP020079 204531
GCF_002140055.1_ASM214005v1_ NZ_CP020080 143140
GCF_002140055.1_ASM214005v1_ NZ_CP020081 86121
GCF_002140115.1_ASM214011v1_ NZ_CP015818 35415
GCF_002142475.1_ASM214247v1_ NZ_AP014639 77793
GCF_002142475.1_ASM214247v1_ NZ_AP014640 504942
GCF_002142475.1_ASM214247v1_ NZ_AP014641 44369
GCF_002142495.1_ASM214249v1_ NZ_AP014643 77793
GCF_002142495.1_ASM214249v1_ NZ_AP014644 504942
GCF_002142495.1_ASM214249v1_ NZ_AP014645 44369
GCF_002142615.1_ASM214261v1_ NZ_CP021153 105771
GCF_002142615.1_ASM214261v1_ NZ_CP021154 81002
GCF_002142615.1_ASM214261v1_ NZ_CP021155 72321
GCF_002142615.1_ASM214261v1_ NZ_CP021156 45429
GCF_002142655.1_ASM214265v1_ NZ_CP021147 109793
GCF_002142655.1_ASM214265v1_ NZ_CP021148 73461
GCF_002142655.1_ASM214265v1_ NZ_CP021149 67308
GCF_002142655.1_ASM214265v1_ NZ_CP021150 63992
GCF_002142675.1_ASM214267v1_ NZ_CP021203 183508
GCF_002142675.1_ASM214267v1_ NZ_CP021204 92438
GCF_002142675.1_ASM214267v1_ NZ_CP021205 63392
GCF_002142675.1_ASM214267v1_ NZ_CP021206 111688
GCF_002142695.1_ASM214269v1_ NZ_CP021176 60961
GCF_002142695.1_ASM214269v1_ NZ_CP021177 154099
GCF_002142715.1_ASM214271v1_ NZ_CP021208 86725
GCF_002142715.1_ASM214271v1_ NZ_CP021209 223982
GCF_002142715.1_ASM214271v1_ NZ_CP021210 75553
GCF_002148215.1_ASM214821v1_ NZ_CP020605 8277
GCF_002148215.1_ASM214821v1_ NZ_CP020606 15218
GCF_002148215.1_ASM214821v1_ NZ_CP020607 4242
GCF_002148215.1_ASM214821v1_ NZ_CP020608 12005
GCF_002148215.1_ASM214821v1_ NZ_CP020609 7521
GCF_002148215.1_ASM214821v1_ NZ_CP020610 3363
GCF_002148215.1_ASM214821v1_ NZ_CP020611 30274
GCF_002148235.1_ASM214823v1_ NZ_CP020732 31104
GCF_002148235.1_ASM214823v1_ NZ_CP020733 15285
GCF_002148235.1_ASM214823v1_ NZ_CP020734 8768
GCF_002149085.1_ASM214908v1_ NZ_CP017915 300425
GCF_002149105.1_ASM214910v1_ NZ_CP017898 294086
GCF_002151465.1_ASM215146v1_ NZ_CP019845 26498
GCF_002151465.1_ASM215146v1_ NZ_CP019846 30726
GCF_002151465.1_ASM215146v1_ NZ_CP019847 30418
GCF_002151465.1_ASM215146v1_ NZ_CP019848 30299
GCF_002151465.1_ASM215146v1_ NZ_CP019849 30674
GCF_002151465.1_ASM215146v1_ NZ_CP019850 30580
GCF_002151465.1_ASM215146v1_ NZ_CP019851 16820
GCF_002151465.1_ASM215146v1_ NZ_CP019852 36714
GCF_002151465.1_ASM215146v1_ NZ_CP019853 38841
GCF_002151465.1_ASM215146v1_ NZ_CP019854 53650
GCF_002151465.1_ASM215146v1_ NZ_CP019855 52971
GCF_002151485.1_ASM215148v1_ NZ_CP019917 26498
GCF_002151485.1_ASM215148v1_ NZ_CP019919 31245
GCF_002151485.1_ASM215148v1_ NZ_CP019920 25789
GCF_002151485.1_ASM215148v1_ NZ_CP019918 56632
GCF_002151485.1_ASM215148v1_ NZ_CP019921 62238
GCF_002151485.1_ASM215148v1_ NZ_CP019922 16800
GCF_002151485.1_ASM215148v1_ NZ_CP019923 28157
GCF_002151485.1_ASM215148v1_ NZ_CP019924 36846
GCF_002151485.1_ASM215148v1_ NZ_CP019925 53650
GCF_002151485.1_ASM215148v1_ NZ_CP019926 52971
GCF_002151505.1_ASM215150v1_ NZ_CP019755 26498
GCF_002151505.1_ASM215150v1_ NZ_CP019756 61418
GCF_002151505.1_ASM215150v1_ NZ_CP019757 31245
GCF_002151505.1_ASM215150v1_ NZ_CP019758 30222
GCF_002151505.1_ASM215150v1_ NZ_CP019759 30300
GCF_002151505.1_ASM215150v1_ NZ_CP019760 30651
GCF_002151505.1_ASM215150v1_ NZ_CP019761 16821
GCF_002151505.1_ASM215150v1_ NZ_CP019762 21891
GCF_002151505.1_ASM215150v1_ NZ_CP019763 36780
GCF_002151505.1_ASM215150v1_ NZ_CP019764 38834
GCF_002151505.1_ASM215150v1_ NZ_CP019765 53650
GCF_002151505.1_ASM215150v1_ NZ_CP019766 52951
GCF_002155245.1_ASM215524v1_ NZ_CP016613 2000873
GCF_002156725.1_ASM215672v1_ NZ_CP020838 232540
GCF_002156725.1_ASM215672v1_ NZ_CP020839 57580
GCF_002156725.1_ASM215672v1_ NZ_CP020840 11984
GCF_002156745.1_ASM215674v1_ NZ_CP020842 180210
GCF_002156745.1_ASM215674v1_ NZ_CP020843 97202
GCF_002156745.1_ASM215674v1_ NZ_CP020844 74177
GCF_002156745.1_ASM215674v1_ NZ_CP020846 12540
GCF_002156745.1_ASM215674v1_ NZ_CP020845 9510
GCF_002156765.1_ASM215676v1_ NZ_CP020848 347748
GCF_002156765.1_ASM215676v1_ NZ_CP020851 161100
GCF_002156765.1_ASM215676v1_ NZ_CP020852 20380
GCF_002156765.1_ASM215676v1_ NZ_CP020850 12376
GCF_002156765.1_ASM215676v1_ NZ_CP020849 10373
GCF_002156785.1_ASM215678v1_ NZ_CP020854 292471
GCF_002156785.1_ASM215678v1_ NZ_CP020855 221428
GCF_002156785.1_ASM215678v1_ NZ_CP020856 76158
GCF_002156805.1_ASM215680v1_ NZ_CP021253 25501
GCF_002156805.1_ASM215680v1_ NZ_CP021254 13640
GCF_002156825.1_ASM215682v1_ NZ_CP021336 86922
GCF_002156825.1_ASM215682v1_ NZ_CP021337 83138
GCF_002156845.1_ASM215684v1_ NZ_CP021340 86917
GCF_002156845.1_ASM215684v1_ NZ_CP021341 81853
GCF_002157125.1_ASM215712v1_ NZ_CP021367 269150
GCF_002157125.1_ASM215712v1_ NZ_CP021368 163888
GCF_002157125.1_ASM215712v1_ NZ_CP021369 114839
GCF_002157125.1_ASM215712v1_ NZ_CP021370 79638
GCF_002157165.1_ASM215716v1_ NZ_CP021360 71051
GCF_002157185.1_ASM215718v1_ NZ_CP021363 258084
GCF_002157185.1_ASM215718v1_ NZ_CP021364 156922
GCF_002157185.1_ASM215718v1_ NZ_CP021365 72779
GCF_002157225.2_ASM215722v2_ NZ_CP021745 131784
GCF_002157225.2_ASM215722v2_ NZ_CP021746 71672
GCF_002157225.2_ASM215722v2_ NZ_CP021747 31527
GCF_002157245.1_ASM215724v1_ NZ_CP021180 135720
GCF_002157835.1_ASM215783v1_ NZ_CP020810 155598
GCF_002157835.1_ASM215783v1_ NZ_CP020811 152685
GCF_002157835.1_ASM215783v1_ NZ_CP020812 106337
GCF_002157835.1_ASM215783v1_ NZ_CP020813 69875
GCF_002157855.1_ASM215785v1_ NZ_CP020881 18297
GCF_002158905.1_ASM215890v1_ NZ_CP021432 111030
GCF_002158905.1_ASM215890v1_ NZ_CP021433 39380
GCF_002158945.1_ASM215894v1_ NZ_CP021429 112604
GCF_002162015.1_ASM216201v1_ NZ_CP021449 2066085
GCF_002162035.1_ASM216203v1_ NZ_CP021139 39138
GCF_002162055.1_ASM216205v1_ NZ_CP020859 264403
GCF_002162055.1_ASM216205v1_ NZ_CP020860 19851
GCF_002163585.1_ASM216358v1_ NZ_CP015580 3786
GCF_002163605.1_ASM216360v1_ NZ_CP015582 3786
GCF_002163735.1_ASM216373v1_ NZ_CP015884 125418
GCF_002163735.1_ASM216373v1_ NZ_CP015885 55548
GCF_002163755.1_ASM216375v1_ NZ_CP015865 74479
GCF_002163775.1_ASM216377v1_ NZ_CP015974 1804
GCF_002163775.1_ASM216377v1_ NZ_CP015973 26618
GCF_002163895.1_ASM216389v1_ NZ_CP019048 230606
GCF_002163895.1_ASM216389v1_ NZ_CP019049 228613
GCF_002163895.1_ASM216389v1_ NZ_CP019050 111083
GCF_002163935.1_ASM216393v1_ NZ_CP019561 148529
GCF_002163955.1_ASM216395v1_ NZ_CP019559 277790
GCF_002163975.1_ASM216397v1_ NZ_CP019637 37028
GCF_002163975.1_ASM216397v1_ NZ_CP019638 15633
GCF_002163995.1_ASM216399v1_ NZ_CP020923 116677
GCF_002163995.1_ASM216399v1_ NZ_CP020924 65419
GCF_002164635.2_ASM216463v2_ NZ_CP022226 46555
GCF_002164635.2_ASM216463v2_ NZ_CP022227 150823
GCF_002164635.2_ASM216463v2_ NZ_CP022228 92538
GCF_002164645.2_ASM216464v2_ NZ_CP028585 92537
GCF_002164645.2_ASM216464v2_ NZ_CP028586 5167
GCF_002164645.2_ASM216464v2_ NZ_CP028587 150853
GCF_002164645.2_ASM216464v2_ NZ_CP028588 42856
GCF_002164805.2_ASM216480v2_ NZ_CP028549 263455
GCF_002164805.2_ASM216480v2_ NZ_CP028550 110186
GCF_002164805.2_ASM216480v2_ NZ_CP028551 74189
GCF_002164805.2_ASM216480v2_ NZ_CP028552 4686
GCF_002164805.2_ASM216480v2_ NZ_CP028553 117244
GCF_002164805.2_ASM216480v2_ NZ_CP028554 89738
GCF_002164835.3_ASM216483v3_ NZ_CP028539 10060
GCF_002164835.3_ASM216483v3_ NZ_CP028540 5596
GCF_002164835.3_ASM216483v3_ NZ_CP028541 177516
GCF_002165245.2_ASM216524v2_ NZ_CP028798 33869
GCF_002165245.2_ASM216524v2_ NZ_CP028799 6074
GCF_002165255.2_ASM216525v2_ NZ_CP028556 7547
GCF_002165255.2_ASM216525v2_ NZ_CP028557 7282
GCF_002165255.2_ASM216525v2_ NZ_CP028558 6132
GCF_002165255.2_ASM216525v2_ NZ_CP028559 4344
GCF_002165255.2_ASM216525v2_ NZ_CP028560 190170
GCF_002166795.1_ASM216679v1_ NZ_CP019224 97268
GCF_002166795.1_ASM216679v1_ NZ_CP019223 39887
GCF_002166795.1_ASM216679v1_ NZ_CP019222 32137
GCF_002173515.1_ASM217351v1_ NZ_CP021468 309048
GCF_002173515.1_ASM217351v1_ NZ_CP021469 37199
GCF_002173515.1_ASM217351v1_ NZ_CP021470 2895
GCF_002173535.1_ASM217353v1_ NZ_CP021471 55780
GCF_002173535.1_ASM217353v1_ NZ_CP021472 52037
GCF_002173535.1_ASM217353v1_ NZ_CP021473 18164
GCF_002173535.1_ASM217353v1_ NZ_CP021475 68679
GCF_002173535.1_ASM217353v1_ NZ_CP021476 14243
GCF_002173535.1_ASM217353v1_ NZ_CP021477 8303
GCF_002173555.1_ASM217355v1_ NZ_CP021478 35931
GCF_002173555.1_ASM217355v1_ NZ_CP021480 50390
GCF_002173555.1_ASM217355v1_ NZ_CP021481 34853
GCF_002173555.1_ASM217355v1_ NZ_CP021482 29400
GCF_002173555.1_ASM217355v1_ NZ_CP021483 9351
GCF_002173575.1_ASM217357v1_ NZ_CP021485 58462
GCF_002173575.1_ASM217357v1_ NZ_CP021486 3436
GCF_002173595.1_ASM217359v1_ NZ_CP021488 73961
GCF_002173595.1_ASM217359v1_ NZ_CP021489 15841
GCF_002173615.1_ASM217361v1_ NZ_CP021508 9149
GCF_002173635.1_ASM217363v1_ NZ_CP021506 17666
GCF_002173655.1_ASM217365v1_ NZ_CP021502 65490
GCF_002173655.1_ASM217365v1_ NZ_CP021503 9596
GCF_002173655.1_ASM217365v1_ NZ_CP021504 4020
GCF_002173675.1_ASM217367v1_ NZ_CP021671 75043
GCF_002173675.1_ASM217367v1_ NZ_CP021670 205000
GCF_002173735.1_ASM217373v1_ NZ_CP021510 22563
GCF_002173735.1_ASM217373v1_ NZ_CP021511 190983
GCF_002173735.1_ASM217373v1_ NZ_CP021512 256755
GCF_002173735.1_ASM217373v1_ NZ_CP021513 19899
GCF_002173735.1_ASM217373v1_ NZ_CP021514 43021
GCF_002173755.1_ASM217375v1_ NZ_CP017575 11179
GCF_002173755.1_ASM217375v1_ NZ_CP017574 364037
GCF_002173755.1_ASM217375v1_ NZ_CP017576 5650
GCF_002173755.1_ASM217375v1_ NZ_CP017573 61350
GCF_002173775.1_ASM217377v1_ NZ_CP021525 336151
GCF_002173775.1_ASM217377v1_ NZ_CP021526 44181
GCF_002173775.1_ASM217377v1_ NZ_CP021527 3654
GCF_002174215.1_ASM217421v1_ NZ_CP021530 59600
GCF_002174215.1_ASM217421v1_ NZ_CP021531 9423
