Assembly Accession size
GCF_001655415.1_ASM165541v1_ NZ_CP015298 1043003
GCF_001655455.1_ASM165545v1_ NZ_CP015300 1042717
GCF_001655495.1_ASM165549v1_ NZ_CP015302 1048917
GCF_001655535.1_ASM165553v1_ NZ_CP015304 1048033
GCF_001655575.1_ASM165557v1_ NZ_CP015306 1042738
GCF_001655595.1_ASM165559v1_ NZ_CP011566 6427864
GCF_001655615.1_ASM165561v1_ NZ_CP011567 6500345
GCF_001656045.1_ASM165604v1_ NZ_CP015645 2796894
GCF_001656075.1_ASM165607v1_ NZ_CP015646 2742807
GCF_001658005.1_ASM165800v1_ NZ_CP015986 2669660
GCF_001658005.1_ASM165800v1_ NZ_CP015987 1130726
GCF_001658025.1_ASM165802v1_ NZ_CP014007 5303342
GCF_001659705.1_ASM165970v1_ NZ_CP015971 3492500
GCF_001659745.1_ASM165974v1_ NZ_CP015966 3212951
GCF_001659785.1_ASM165978v1_ NZ_CP015961 3607892
GCF_001660005.1_ASM166000v1_ NZ_CP014349 922500
GCF_001660025.1_ASM166002v1_ NZ_CP015857 3131750
GCF_001660045.1_ASM166004v1_ NZ_CP015866 7149446
GCF_001660485.1_ASM166048v1_ NZ_CP013979 4373124
GCF_001660505.1_ASM166050v1_ NZ_CP011460 3048854
GCF_001660505.1_ASM166050v1_ NZ_CP011461 1293370
GCF_001660525.1_ASM166052v1_ NZ_CP015975 3876919
GCF_001660565.1_ASM166056v1_ NZ_CP015995 4994918
GCF_001660585.1_ASM166058v1_ NZ_CP016007 5026105
GCF_001661075.1_ASM166107v1_ NZ_CP014870 6823539
GCF_001661085.1_ASM166108v1_ NZ_CP016015 2218818
GCF_001661115.1_ASM166111v1_ NZ_CP016016 2228373
GCF_001661135.1_ASM166113v1_ NZ_CP016017 2220340
GCF_001661675.2_ASM166167v2_ NZ_CP019602 3001363
GCF_001663075.1_ASM166307v1_ NZ_CP016018 4595577
GCF_001663095.1_ASM166309v1_ NZ_CP006976 2416068
GCF_001663115.1_ASM166311v1_ NZ_CP012096 5546041
GCF_001663135.1_ASM166313v1_ NZ_CP012097 5439574
GCF_001663155.1_ASM166315v1_ NZ_CP015963 2673978
GCF_001663175.1_ASM166317v1_ NZ_CP016033 3090363
GCF_001663195.1_ASM166319v1_ NZ_CP015990 5344467
GCF_001663295.1_ASM166329v1_ NZ_CP014762 5351509
GCF_001663395.1_ASM166339v1_ NZ_CP012968 2721344
GCF_001663415.1_ASM166341v1_ NZ_CP015850 3844764
GCF_001663435.1_ASM166343v1_ NZ_CP015025 5365209
GCF_001663455.1_ASM166345v1_ NZ_CP015130 5336571
GCF_001663475.1_ASM166347v1_ NZ_CP015159 5012253
GCF_001663495.1_ASM166349v1_ NZ_CP015309 2328435
GCF_001663655.1_ASM166365v1_ NZ_CP014623 2558858
GCF_001663675.1_ASM166367v1_ NZ_CP014873 2672521
GCF_001663715.1_ASM166371v1_ NZ_CP014881 2563677
GCF_001663735.1_ASM166373v1_ NZ_CP014890 2548351
GCF_001663755.1_ASM166375v1_ NZ_CP014899 2664097
GCF_001663795.1_ASM166379v1_ NZ_CP016026 1856787
GCF_001663815.1_ASM166381v1_ NZ_CP016027 2908964
GCF_001663835.1_ASM166383v1_ NZ_CP016028 1848756
GCF_001663855.1_ASM166385v1_ NZ_CP016022 3921238
GCF_001663855.1_ASM166385v1_ NZ_CP016023 1887060
GCF_001664085.1_ASM166408v1_ NZ_CP013505 4473645
GCF_001664105.1_ASM166410v1_ NZ_CP013580 4458726
GCF_001664125.1_ASM166412v1_ NZ_CP013563 4353903
GCF_001664145.1_ASM166414v1_ NZ_CP013601 4347393
GCF_001664165.1_ASM166416v1_ NZ_CP013585 4514436
GCF_001664185.1_ASM166418v1_ NZ_CP013522 4459165
GCF_001664205.1_ASM166420v1_ NZ_CP013537 4398888
GCF_001664225.1_ASM166422v1_ NZ_CP013527 4458723
GCF_001664245.1_ASM166424v1_ NZ_CP013542 4424308
GCF_001664265.1_ASM166426v1_ NZ_CP013500 4476427
GCF_001664285.1_ASM166428v1_ NZ_CP013552 4353948
GCF_001664305.1_ASM166430v1_ NZ_CP013511 4347393
GCF_001664325.1_ASM166432v1_ NZ_CP013495 4426941
GCF_001664345.1_ASM166434v1_ NZ_CP013517 4516690
GCF_001664365.1_ASM166436v1_ NZ_CP013574 4394011
GCF_001664385.1_ASM166438v1_ NZ_CP013532 4534235
GCF_001664405.1_ASM166440v1_ NZ_CP013568 4394302
GCF_001664425.1_ASM166442v1_ NZ_CP013557 4384120
GCF_001664445.1_ASM166444v1_ NZ_CP013547 4534235
GCF_001664465.1_ASM166446v1_ NZ_CP013490 4427300
GCF_001664485.1_ASM166448v1_ NZ_CP013630 4640005
GCF_001664525.1_ASM166452v1_ NZ_CP013590 4476778
GCF_001664545.1_ASM166454v1_ NZ_CP013595 4474074
GCF_001672035.1_ASM167203v1_ NZ_CP016071 3354689
GCF_001672455.2_ASM167245v2_ NZ_CP021070 6666492
GCF_001675125.1_ASM167512v1_ NZ_CP014647 5393897
GCF_001675145.1_ASM167514v1_ NZ_CP014667 5116831
GCF_001675245.1_ASM167524v1_ NZ_CP012739 3253417
GCF_001675245.1_ASM167524v1_ NZ_CP012740 1905745
GCF_001676705.1_ASM167670v1_ NZ_CP016170 5878756
GCF_001676725.1_ASM167672v1_ NZ_CP016172 5835727
GCF_001676745.1_ASM167674v1_ NZ_CP016171 5966919
GCF_001676765.1_ASM167676v1_ NZ_CP016079 7007326
GCF_001676785.2_ASM167678v2_ NZ_CP015910 3041447
GCF_001676805.1_ASM167680v1_ NZ_CP015398 2552671
GCF_001676825.1_ASM167682v1_ NZ_CP016159 5220846
GCF_001677075.2_ASM167707v2_ NZ_CP016030 3486107
GCF_001677095.1_ASM167709v1_ NZ_CP016188 4891993
GCF_001677115.2_ASM167711v2_ NZ_CP016029 3545003
GCF_001677135.1_ASM167713v1_ NZ_CP016189 5604845
GCF_001677155.1_ASM167715v1_ NZ_CP016190 5188101
GCF_001677175.1_ASM167717v1_ NZ_CP016191 4867257
GCF_001677195.1_ASM167719v1_ NZ_CP016192 5214168
GCF_001677215.1_ASM167721v1_ NZ_CP016193 5331134
GCF_001677255.1_ASM167725v1_ NZ_CP016223 192244
GCF_001677275.1_ASM167727v1_ NZ_CP016177 2807405
GCF_001677275.1_ASM167727v1_ NZ_CP016178 1343833
GCF_001677395.1_ASM167739v1_ NZ_CP016277 3171081
GCF_001677435.1_ASM167743v1_ NZ_CP016268 4059891
GCF_001677475.1_ASM167747v1_ NZ_CP015229 5498453
GCF_001677495.1_ASM167749v1_ NZ_CP015228 5286558
GCF_001677515.1_ASM167751v1_ NZ_CP013662 5213998
GCF_001678885.1_ASM167888v1_ NZ_CP011069 1862487
GCF_001678905.1_ASM167890v1_ NZ_CP012117 2392314
GCF_001678925.1_ASM167892v1_ NZ_CP013031 4731493
GCF_001678945.1_ASM167894v1_ NZ_CP015124 4061725
GCF_001678965.1_ASM167896v1_ NZ_CP013663 5233459
GCF_001679665.1_ASM167966v1_ NZ_CP013244 3732719
GCF_001679685.1_ASM167968v1_ NZ_CP016214 6430493
GCF_001679725.1_ASM167972v1_ NZ_CP016282 4174501
GCF_001679745.1_ASM167974v1_ NZ_CP016224 3535128
GCF_001679745.1_ASM167974v1_ NZ_CP016225 1870966
GCF_001679985.1_ASM167998v1_ NZ_CP015912 5005730
GCF_001680025.1_ASM168002v1_ NZ_CP016345 3241530
GCF_001680025.1_ASM168002v1_ NZ_CP016346 1927156
GCF_001680045.1_ASM168004v1_ NZ_CP016347 3311485
GCF_001680045.1_ASM168004v1_ NZ_CP016348 1849962
GCF_001680065.1_ASM168006v1_ NZ_CP016349 3498249
GCF_001680065.1_ASM168006v1_ NZ_CP016350 2050970
GCF_001680085.1_ASM168008v1_ NZ_CP016351 3460038
GCF_001680085.1_ASM168008v1_ NZ_CP016352 2044646
GCF_001680825.1_ASM168082v1_ NZ_CP016328 3606417
GCF_001682135.1_ASM168213v1_ NZ_CP007121 1781851
GCF_001682175.1_ASM168217v1_ NZ_CP011884 3369172
GCF_001682175.1_ASM168217v1_ NZ_CP011885 1888116
GCF_001682195.1_ASM168219v1_ NZ_CP003560 5056210
GCF_001682195.1_ASM168219v1_ NZ_CP003561 2188491
GCF_001682215.1_ASM168221v1_ NZ_CP012706 4902215
GCF_001682235.1_ASM168223v1_ NZ_CP013714 2753539
GCF_001682255.1_ASM168225v1_ NZ_CP015100 2337201
GCF_001682275.1_ASM168227v1_ NZ_CP014998 2342237
GCF_001682295.1_ASM168229v1_ NZ_CP012749 6570200
GCF_001682305.2_ASM168230v2_ NZ_CP016182 4617703
GCF_001682335.1_ASM168233v1_ NZ_CP016072 2841212
GCF_001682385.1_ASM168238v1_ NZ_CP016210 4451751
GCF_001682435.2_ASM168243v2_ NZ_CP016073 2731109
GCF_001683055.1_ASM168305v1_ NZ_CP004046 3340941
GCF_001683065.1_ASM168306v1_ NZ_CP012729 5227092
GCF_001683095.1_ASM168309v1_ NZ_CP012730 5228660
GCF_001683115.1_ASM168311v1_ NZ_CP004062 3332458
GCF_001683135.1_ASM168313v1_ NZ_CP012720 5228656
GCF_001683155.1_ASM168315v1_ NZ_CP012721 5228657
GCF_001683175.1_ASM168317v1_ NZ_CP012722 5228658
GCF_001683195.1_ASM168319v1_ NZ_CP012723 5228656
GCF_001683215.1_ASM168321v1_ NZ_CP012724 5227094
GCF_001683235.1_ASM168323v1_ NZ_CP012725 5227091
GCF_001683255.1_ASM168325v1_ NZ_CP012726 5227060
GCF_001683275.1_ASM168327v1_ NZ_CP012727 5227090
GCF_001683295.1_ASM168329v1_ NZ_CP012728 5227079
GCF_001683315.1_ASM168331v1_ NZ_CP013980 2693398
GCF_001683395.1_ASM168339v1_ NZ_CP016337 4902106
GCF_001683415.1_ASM168341v1_ NZ_CP016324 2987030
GCF_001683415.1_ASM168341v1_ NZ_CP016325 1101931
GCF_001683435.1_ASM168343v1_ NZ_CP016358 5154641
GCF_001683455.1_ASM168345v1_ NZ_CP016396 4953610
GCF_001683515.1_ASM168351v1_ NZ_CP016391 2090292
GCF_001683535.1_ASM168353v1_ NZ_CP016392 4951765
GCF_001685355.1_ASM168535v1_ NZ_CP016438 10319054
GCF_001685375.1_ASM168537v1_ NZ_CP016439 1791656
GCF_001685395.1_ASM168539v1_ NZ_CP014167 4985901
GCF_001685415.1_ASM168541v1_ NZ_CP014989 3597394
GCF_001685435.2_ASM168543v3_ NZ_CP011361 2698725
GCF_001685465.1_ASM168546v1_ NZ_CP016307 3266565
GCF_001685465.1_ASM168546v1_ NZ_CP016308 1463510
GCF_001685565.1_ASM168556v1_ NZ_CP015350 5867736
GCF_001685605.1_ASM168560v1_ NZ_CP009111 7687653
GCF_001685625.1_ASM168562v1_ NZ_CP015210 3188543
GCF_001685625.1_ASM168562v1_ NZ_CP015211 942948
GCF_001685645.1_ASM168564v1_ NZ_CP016371 3929772
GCF_001685665.2_ASM168566v2_ NZ_CP015626 2766566
GCF_001686365.1_ASM168636v1_ NZ_CP015761 4127222
GCF_001686405.1_ASM168640v1_ NZ_CP015759 4115166
GCF_001686425.1_ASM168642v1_ NZ_CP015760 4110002
GCF_001686445.1_ASM168644v1_ NZ_CP015762 4113555
GCF_001686465.1_ASM168646v1_ NZ_CP015763 4123407
GCF_001686485.1_ASM168648v1_ NZ_CP015764 4128711
GCF_001686505.1_ASM168650v1_ NZ_CP015765 4113052
GCF_001686525.1_ASM168652v1_ NZ_CP015766 4120993
GCF_001686545.1_ASM168654v1_ NZ_CP015767 4147141
GCF_001686565.1_ASM168656v1_ NZ_CP015768 4115775
GCF_001686585.1_ASM168658v1_ NZ_CP015769 4116920
GCF_001686605.1_ASM168660v1_ NZ_CP015770 4121725
GCF_001686625.1_ASM168662v1_ NZ_CP015771 4124767
GCF_001686885.1_ASM168688v1_ NZ_CP014568 1858186
GCF_001686905.1_ASM168690v1_ NZ_CP015209 1675112
GCF_001686985.1_ASM168698v1_ NZ_CP015318 6268270
GCF_001687065.1_ASM168706v1_ NZ_CP016432 2399849
GCF_001687105.1_ASM168710v1_ NZ_CP014595 2902170
GCF_001687105.1_ASM168710v1_ NZ_CP014596 1472180
GCF_001687125.1_ASM168712v1_ NZ_CP016380 4906118
GCF_001687385.1_ASM168738v1_ NZ_CP012128 4134643
GCF_001687405.1_ASM168740v1_ NZ_CP016338 4128979
GCF_001687545.1_ASM168754v1_ NZ_CP016545 2591679
GCF_001687565.2_ASM168756v2_ NZ_CP016534 3765545
GCF_001687585.2_ASM168758v2_ NZ_CP016537 3424893
GCF_001687605.2_ASM168760v2_ NZ_CP016539 3261818
GCF_001687625.2_ASM168762v2_ NZ_CP016538 3280721
GCF_001687645.1_ASM168764v1_ NZ_CP016335 3296500
GCF_001687665.2_ASM168766v2_ NZ_CP016543 3305371
GCF_001687745.1_ASM168774v1_ NZ_CP015911 3917761
GCF_001687805.1_ASM168780v1_ NZ_CP016414 3199837
GCF_001687805.1_ASM168780v1_ NZ_CP016415 1467214
GCF_001688625.2_ASM168862v2_ NZ_CP015406 3818478
GCF_001688645.2_ASM168864v2_ NZ_CP015407 2027369
GCF_001688665.2_ASM168866v2_ NZ_CP015399 7225339
GCF_001688685.2_ASM168868v2_ NZ_CP015408 2044771
GCF_001688705.2_ASM168870v2_ NZ_CP015400 3802844
GCF_001688725.2_ASM168872v2_ NZ_CP015401 4839927
GCF_001688765.2_ASM168876v2_ NZ_CP015409 2745278
GCF_001688845.2_ASM168884v2_ NZ_CP015402 3306457
GCF_001688905.2_ASM168890v2_ NZ_CP015403 2923112
GCF_001688965.2_ASM168896v2_ NZ_CP015404 4468297
GCF_001689055.2_ASM168905v2_ NZ_CP015410 3026009
GCF_001689125.2_ASM168912v2_ NZ_CP015405 5128746
GCF_001689935.1_ASM168993v1_ NZ_CP016504 4751442
GCF_001690005.1_ASM169000v1_ NZ_CP016507 4751442
GCF_001690035.1_ASM169003v1_ NZ_CP016510 4747525
GCF_001690055.1_ASM169005v1_ NZ_CP016514 4751447
GCF_001690075.1_ASM169007v1_ NZ_CP016517 4751335
GCF_001690095.1_ASM169009v1_ NZ_CP016530 4751449
GCF_001690115.1_ASM169011v1_ NZ_CP016521 4750474
GCF_001690135.1_ASM169013v1_ NZ_CP016525 4751375
GCF_001690155.1_ASM169015v1_ NZ_CP016553 2291252
GCF_001691455.1_ASM169145v1_ NZ_CP016320 2954923
GCF_001691455.1_ASM169145v1_ NZ_CP016433 2569444
GCF_001692495.1_ASM169249v1_ NZ_CP016563 4751227
GCF_001692515.1_ASM169251v1_ NZ_CP016573 4751453
GCF_001692535.1_ASM169253v1_ NZ_CP016579 4750330
GCF_001692555.1_ASM169255v1_ NZ_CP016561 4751226
GCF_001692575.1_ASM169257v1_ NZ_CP016569 4751746
GCF_001692595.1_ASM169259v1_ NZ_CP016565 4751462
GCF_001692615.1_ASM169261v1_ NZ_CP016576 4751454
GCF_001692635.1_ASM169263v1_ NZ_CP016586 4750331
GCF_001692655.1_ASM169265v1_ NZ_CP016581 4747526
GCF_001692675.1_ASM169267v1_ NZ_CP016588 5344151
GCF_001692755.1_ASM169275v1_ NZ_CP016502 3577579
GCF_001693255.1_ASM169325v1_ NZ_CP016474 3057091
GCF_001693275.1_ASM169327v1_ NZ_CP016477 3087720
GCF_001693295.1_ASM169329v1_ NZ_CP016483 3059495
GCF_001693315.1_ASM169331v1_ NZ_CP016497 5178720
GCF_001693335.1_ASM169333v1_ NZ_CP016503 1594790
GCF_001693385.1_ASM169338v1_ NZ_CP016428 8322773
GCF_001693595.1_ASM169359v1_ NZ_CP016273 4602429
GCF_001693615.1_ASM169361v1_ NZ_CP016556 3504421
GCF_001693615.1_ASM169361v1_ NZ_CP016557 1933141
GCF_001693635.1_ASM169363v1_ NZ_CP016546 5134536
GCF_001693655.1_ASM169365v1_ NZ_CP016592 2764573
GCF_001693675.1_ASM169367v1_ NZ_CP016559 6883702
GCF_001695515.1_ASM169551v1_ NZ_CP016625 5770602
GCF_001695715.1_ASM169571v1_ NZ_CP016638 4061776
GCF_001695715.1_ASM169571v1_ NZ_CP016639 3256300
GCF_001695735.1_ASM169573v1_ NZ_CP016636 4059297
GCF_001695735.1_ASM169573v1_ NZ_CP016637 3254339
GCF_001695755.1_ASM169575v1_ NZ_CP016640 6395946
GCF_001697105.1_ASM169710v1_ NZ_CP012391 2230103
GCF_001697125.1_ASM169712v1_ NZ_CP012392 2170619
GCF_001697165.1_ASM169716v1_ NZ_CP012393 2207932
GCF_001697185.1_ASM169718v1_ NZ_CP014224 3427057
GCF_001697205.1_ASM169720v1_ NZ_CP012394 2206847
GCF_001697225.1_ASM169722v1_ NZ_CP014671 3243537
GCF_001697245.1_ASM169724v1_ NZ_CP014672 3035622
GCF_001697265.1_ASM169726v1_ NZ_CP015375 4211343
GCF_001697285.1_ASM169728v1_ NZ_CP014673 3148357
GCF_001697305.1_ASM169730v1_ NZ_CP016627 2173408
GCF_001697325.1_ASM169732v1_ NZ_CP016645 2173879
GCF_001697345.1_ASM169734v1_ NZ_CP016646 2173686
GCF_001697365.1_ASM169736v1_ NZ_CP016647 2182171
GCF_001697385.1_ASM169738v1_ NZ_CP016648 2161510
GCF_001697405.1_ASM169740v1_ NZ_CP016649 2172699
GCF_001697425.1_ASM169742v1_ NZ_CP016650 2173513
GCF_001697445.1_ASM169744v1_ NZ_CP016651 2172576
GCF_001697465.1_ASM169746v1_ NZ_CP016652 2162199
GCF_001697485.1_ASM169748v1_ NZ_CP016653 2157503
GCF_001697505.1_ASM169750v1_ NZ_CP016654 2185698
GCF_001697525.1_ASM169752v1_ NZ_CP016655 2173607
GCF_001697545.1_ASM169754v1_ NZ_CP016656 2168495
GCF_001697565.1_ASM169756v1_ NZ_CP016657 2163399
GCF_001697585.1_ASM169758v1_ NZ_CP016658 2175362
GCF_001697605.1_ASM169760v1_ NZ_CP016659 2172426
GCF_001697625.1_ASM169762v1_ NZ_CP016660 2174791
GCF_001697645.1_ASM169764v1_ NZ_CP016661 2171975
GCF_001697665.1_ASM169766v1_ NZ_CP016662 2173723
GCF_001697685.1_ASM169768v1_ NZ_CP016663 2172888
GCF_001697705.1_ASM169770v1_ NZ_CP016664 2168001
GCF_001697725.1_ASM169772v1_ NZ_CP016665 2154341
GCF_001697745.1_ASM169774v1_ NZ_CP016666 2174042
GCF_001697765.1_ASM169776v1_ NZ_CP016667 2173745
GCF_001697785.1_ASM169778v1_ NZ_CP016668 2170146
GCF_001697805.1_ASM169780v1_ NZ_CP016669 2168308
GCF_001697825.1_ASM169782v1_ NZ_CP016670 2167991
GCF_001697845.1_ASM169784v1_ NZ_CP016671 2180570
GCF_001697865.1_ASM169786v1_ NZ_CP016672 2172926
GCF_001697885.1_ASM169788v1_ NZ_CP016673 2173115
GCF_001697905.1_ASM169790v1_ NZ_CP016674 2177343
GCF_001697925.1_ASM169792v1_ NZ_CP016675 2169790
GCF_001697945.1_ASM169794v1_ NZ_CP016676 2168191
GCF_001697965.1_ASM169796v1_ NZ_CP016677 2173106
GCF_001697985.1_ASM169798v1_ NZ_CP016678 2189560
GCF_001698005.1_ASM169800v1_ NZ_CP016679 2172899
GCF_001698025.1_ASM169802v1_ NZ_CP016680 2173901
GCF_001698045.1_ASM169804v1_ NZ_CP016644 2193742
GCF_001698065.1_ASM169806v1_ NZ_CP016681 2162376
GCF_001698085.1_ASM169808v1_ NZ_CP016682 2175832
GCF_001698105.1_ASM169810v1_ NZ_CP016683 2155494
GCF_001698125.1_ASM169812v1_ NZ_CP013854 6186048
GCF_001698145.1_ASM169814v1_ NZ_CP016598 1737502
GCF_001698165.1_ASM169816v1_ NZ_CP016602 1986991
GCF_001698185.1_ASM169818v1_ NZ_CP016440 4490371
GCF_001698205.1_ASM169820v1_ NZ_CP016591 3009495
GCF_001698225.1_ASM169822v1_ NZ_CP016594 5701501
GCF_001700735.1_ASM170073v1_ NZ_CP012330 3792999
GCF_001700835.1_ASM170083v1_ NZ_CP010883 3416467
GCF_001700835.1_ASM170083v1_ NZ_CP010884 1843316
GCF_001700855.1_ASM170085v1_ NZ_CP008886 5398272
GCF_001700895.1_ASM170089v1_ NZ_CP013259 636266
GCF_001700945.1_ASM170094v1_ NZ_CP015529 5924026
GCF_001700965.1_ASM170096v1_ NZ_CP016756 4541729
GCF_001700985.1_ASM170098v1_ NZ_CP016622 3873105
GCF_001701005.1_ASM170100v1_ NZ_CP016760 2645106
GCF_001701025.1_ASM170102v1_ NZ_CP016793 9997872
GCF_001701045.1_ASM170104v1_ NZ_CP016757 3585187
GCF_001702095.1_ASM170209v1_ NZ_CP016827 2058319
GCF_001702115.1_ASM170211v1_ NZ_CP014872 1389742
GCF_001702135.1_ASM170213v1_ NZ_CP014907 1416623
GCF_001702155.1_ASM170215v1_ NZ_CP014912 3235324
GCF_001702175.1_ASM170217v1_ NZ_CP014915 3476943
GCF_001702195.1_ASM170219v1_ NZ_CP014924 3437918
GCF_001702215.1_ASM170221v1_ NZ_CP014933 1889038
GCF_001702235.1_ASM170223v1_ NZ_CP014936 1886832
GCF_001702435.1_ASM170243v1_ NZ_CP016794 4406628
GCF_001702455.1_ASM170245v1_ NZ_CP016762 5134500
GCF_001703495.1_ASM170349v1_ NZ_CP016852 4214812
GCF_001704095.1_ASM170409v1_ NZ_CP016894 4235115
GCF_001704115.1_ASM170411v1_ NZ_CP016895 3741098
GCF_001704155.1_ASM170415v1_ NZ_CP016294 4198652
GCF_001704195.1_ASM170419v1_ NZ_CP016824 7070328
GCF_001704215.1_ASM170421v1_ NZ_CP016341 3694378
GCF_001704235.1_ASM170423v1_ NZ_CP016811 5184828
GCF_001704255.1_ASM170425v1_ NZ_CP016342 4773708
GCF_001704275.1_ASM170427v1_ NZ_CP011533 9815884
GCF_001704295.1_ASM170429v1_ NZ_CP012334 5532470
GCF_001704315.1_ASM170431v1_ NZ_CP013749 3418468
GCF_001704335.1_ASM170433v1_ NZ_CP013753 3423963
GCF_001704355.1_ASM170435v1_ NZ_CP016431 5077489
GCF_001704615.2_ASM170461v2_ NZ_CP029397 3354033
GCF_001704955.2_ASM170495v2_ NZ_CP012375 4293006
GCF_001704975.1_ASM170497v1_ NZ_CP016784 3698973
GCF_001705055.1_ASM170505v1_ NZ_CP012396 4680751
GCF_001705175.1_ASM170517v1_ NZ_CP016907 5109718
GCF_001705195.1_ASM170519v1_ NZ_CP016913 3688209
GCF_001705365.1_ASM170536v1_ NZ_CP015157 4846304
GCF_001705385.1_ASM170538v1_ NZ_CP015822 5452045
GCF_001705545.1_ASM170554v1_ NZ_CP016833 4232633
GCF_001705565.1_ASM170556v1_ NZ_CP016830 4232635
GCF_001705585.1_ASM170558v1_ NZ_CP016877 1899956
GCF_001705605.1_ASM170560v1_ NZ_CP016817 837377
GCF_001708225.1_ASM170822v1_ NZ_CP016814 5374626
GCF_001708245.1_ASM170824v1_ NZ_CP016813 5412960
GCF_001708265.1_ASM170826v1_ NZ_CP016888 4439387
GCF_001708305.1_ASM170830v1_ NZ_CP016953 2275471
GCF_001708405.1_ASM170840v1_ NZ_CP012418 2496140
GCF_001708425.1_ASM170842v1_ NZ_CP014262 6124363
GCF_001708445.1_ASM170844v1_ NZ_CP015637 6641144
GCF_001708465.1_ASM170846v1_ NZ_CP015638 6606606
GCF_001708485.1_ASM170848v1_ NZ_CP015639 6175426
GCF_001708505.1_ASM170850v1_ NZ_CP015992 6244007
GCF_001708525.1_ASM170852v1_ NZ_CP016904 3462505
GCF_001708555.1_ASM170855v1_ NZ_CP016935 4661129
GCF_001708575.1_ASM170857v1_ NZ_CP016931 4685321
GCF_001708595.1_ASM170859v1_ NZ_CP016937 4807490
GCF_001708615.1_ASM170861v1_ NZ_CP016940 4593248
GCF_001708635.1_ASM170863v1_ NZ_CP016945 4668139
GCF_001708655.1_ASM170865v1_ NZ_CP016944 4664930
GCF_001709275.1_ASM170927v1_ NZ_CP016923 5341571
GCF_001709295.1_ASM170929v1_ NZ_CP016926 5236925
GCF_001709315.1_ASM170931v1_ NZ_CP016889 4182028
GCF_001712815.1_ASM171281v1_ NZ_CP012047 2389470
GCF_001712835.1_ASM171283v1_ NZ_CP012503 2172875
GCF_001712875.1_ASM171287v1_ NZ_CP015149 576118
GCF_001713355.1_ASM171335v1_ NZ_CP016448 3937190
GCF_001713375.1_ASM171337v1_ NZ_CP016449 4674684
GCF_001713395.1_ASM171339v1_ NZ_CP016450 4147868
GCF_001713415.1_ASM171341v1_ NZ_CP016456 3232017
GCF_001713435.1_ASM171343v1_ NZ_CP016460 3982627
GCF_001713455.1_ASM171345v1_ NZ_CP016464 4911382
GCF_001713475.1_ASM171347v1_ NZ_CP016499 4641140
GCF_001714705.1_ASM171470v1_ NZ_CP016954 2729848
GCF_001714725.1_ASM171472v1_ NZ_CP016447 4574859
GCF_001714745.1_ASM171474v1_ NZ_CP016400 2114553
GCF_001715365.1_ASM171536v1_ NZ_CP016973 2100452
GCF_001715365.1_ASM171536v1_ NZ_CP016974 1206869
GCF_001715385.1_ASM171538v1_ NZ_CP016979 2121345
GCF_001715385.1_ASM171538v1_ NZ_CP016980 1162140
GCF_001715405.1_ASM171540v1_ NZ_CP016977 2106942
GCF_001715405.1_ASM171540v1_ NZ_CP016978 1170644
GCF_001715425.1_ASM171542v1_ NZ_CP016981 2107886
GCF_001715425.1_ASM171542v1_ NZ_CP016982 1207345
GCF_001715485.1_ASM171548v1_ NZ_CP016983 2122788
GCF_001715485.1_ASM171548v1_ NZ_CP016984 1187086
GCF_001715535.1_ASM171553v1_ NZ_CP017015 1326546
GCF_001715615.1_ASM171561v1_ NZ_CP015308 3119435
GCF_001717505.1_ASM171750v1_ NZ_CP017037 1274073
GCF_001717525.2_ASM171752v2_ NZ_CP017038 2973544
GCF_001717545.1_ASM171754v1_ NZ_CP017039 2945494
GCF_001717565.1_ASM171756v1_ NZ_CP017040 2571505
GCF_001717585.1_ASM171758v1_ NZ_CP017042 2374300
GCF_001717605.1_ASM171760v1_ NZ_CP017025 1797243
GCF_001717625.1_ASM171762v1_ NZ_CP017029 1709198
GCF_001717645.1_ASM171764v3_ NZ_CP016855 2873063
GCF_001717665.1_ASM171766v2_ NZ_CP016856 2748803
GCF_001717685.1_ASM171768v3_ NZ_CP016858 2873208
GCF_001717705.1_ASM171770v2_ NZ_CP016861 2864344
GCF_001717725.1_ASM171772v2_ NZ_CP016863 2877915
GCF_001717955.1_ASM171795v1_ NZ_CP014168 5003808
GCF_001717975.2_ASM171797v3_ NZ_CP017094 2856605
GCF_001718055.1_ASM171805v1_ NZ_CP016952 5096586
GCF_001718295.1_ASM171829v1_ NZ_CP013360 3762719
GCF_001718295.1_ASM171829v1_ NZ_CP013361 2966282
GCF_001718315.1_ASM171831v1_ NZ_CP013362 3333368
GCF_001718315.1_ASM171831v1_ NZ_CP013363 2619120
GCF_001718315.1_ASM171831v1_ NZ_CP013364 905345
GCF_001718335.1_ASM171833v1_ NZ_CP013366 3421021
GCF_001718335.1_ASM171833v1_ NZ_CP013365 2466714
GCF_001718335.1_ASM171833v1_ NZ_CP013367 1014635
GCF_001718355.1_ASM171835v1_ NZ_CP013370 3724327
GCF_001718355.1_ASM171835v1_ NZ_CP013371 3052802
GCF_001718355.1_ASM171835v1_ NZ_CP013368 925790
GCF_001718395.1_ASM171839v1_ NZ_CP013375 3728457
GCF_001718395.1_ASM171839v1_ NZ_CP013376 3608925
GCF_001718415.1_ASM171841v1_ NZ_CP013378 4849929
GCF_001718415.1_ASM171841v1_ NZ_CP013377 2995708
GCF_001718495.1_ASM171849v1_ NZ_CP013393 3257130
GCF_001718495.1_ASM171849v1_ NZ_CP013394 2428798
GCF_001718495.1_ASM171849v1_ NZ_CP013395 1129355
